license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,month_date,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent,farebox_per_trip,farebox_per_vehicle,trips_per_month_on_road,farebox_per_month_on_road,daily_farebox_per_trip,daily_farebox_per_vehicle,drivers_vehicles_ratio,monthly_farebox_per_vehicle_on_road,monthly_farebox_per_trip_on_road,monthly_trips_per_vehicle_on_road
FHV - High Volume,467608,0,59813,58750,35253,18.6,6.7,18.5,6.7,18.0,0.0,723,2021-08,2021-08,14495848,2021-08-28,0,34,3273256,2021,0,468331,0.0,0.0,0.0,8697508.8,0.0,0.0,0.0,1.0180936170212767,0.0,0.0,148.0427029787234
FHV - High Volume,423584,0,64747,63416,34903,16.5,6.5,16.4,6.5,19.0,0.0,716,2021-09,2021-09,12707520,2021-09-28,0,39,2965088,2021,0,424300,0.0,0.0,0.0,6989136.0,0.0,0.0,0.0,1.020988394096127,0.0,0.0,110.21092468777596
FHV - High Volume,533613,0,68926,66933,44406,20.6,6.6,20.3,6.5,19.0,0.0,277,2021-10,2021-10,16542003,2021-10-28,0,43,3735291,2021,0,533890,0.0,0.0,0.0,10992427.8,0.0,0.0,0.0,1.029776044701418,0.0,0.0,164.23031688404825
FHV - High Volume,534718,0,69410,67433,44979,20.0,6.5,19.7,6.4,19.0,0.0,0,2021-11,2021-11,16041540,2021-11-28,0,47,3743026,2021,0,534718,0.0,0.0,0.0,10694360.0,0.0,0.0,0.0,1.0293179897083031,0.0,0.0,158.59238058517343
FHV - High Volume,517884,0,70302,68257,44289,20.1,6.4,19.8,6.3,18.0,0.0,0,2021-12,2021-12,16054404,2021-12-28,0,52,3625188,2021,0,517884,0.0,0.0,0.0,10409468.4,0.0,0.0,0.0,1.029960297112384,0.0,0.0,152.50404207627057
FHV - High Volume,475854,0,68531,66855,41326,19.2,6.3,18.9,6.2,17.0,0.0,0,2022-01,2022-01,14751474,2022-01-28,0,04,3330978,2022,0,475854,0.0,0.0,0.0,9136396.799999999,0.0,0.0,0.0,1.0250691795677211,0.0,0.0,136.6598878169172
FHV - High Volume,572114,0,68998,67536,46279,19.2,6.6,19.0,6.5,18.0,0.0,0,2022-02,2022-02,16019192,2022-02-28,0,09,4004798,2022,0,572114,0.0,0.0,0.0,10984588.799999999,0.0,0.0,0.0,1.021647713811893,0.0,0.0,162.64790334044065
FHV - High Volume,595270,0,71667,69702,48364,21.5,6.7,21.2,6.6,18.0,0.0,0,2022-03,2022-03,18453370,2022-03-28,0,13,4166890,2022,0,595270,0.0,0.0,0.0,12798305.0,0.0,0.0,0.0,1.0281914435740724,0.0,0.0,183.61460216349602
FHV - High Volume,591746,0,72244,70281,48410,20.7,6.5,20.4,6.4,19.0,0.0,0,2022-04,2022-04,17752380,2022-04-28,0,17,4142222,2022,0,591746,0.0,0.0,0.0,12249142.2,0.0,0.0,0.0,1.027930735191588,0.0,0.0,174.2881034703547
FHV - High Volume,585714,0,73287,71059,47877,20.9,6.6,20.6,6.5,20.0,0.0,0,2022-05,2022-05,18157134,2022-05-28,0,21,4099998,2022,0,585714,0.0,0.0,0.0,12241422.6,0.0,0.0,0.0,1.0313542267693043,0.0,0.0,172.27124783630504
FHV - High Volume,592656,0,74020,71552,49341,20.7,6.6,20.3,6.5,20.0,0.0,133,2022-06,2022-06,17779680,2022-06-28,0,26,4148592,2022,0,592789,0.0,0.0,0.0,12267979.2,0.0,0.0,0.0,1.034492397137746,0.0,0.0,171.45543381037567
FHV - High Volume,563347,0,73321,71036,46798,20.4,6.5,20.1,6.4,19.0,0.0,853,2022-07,2022-07,17463757,2022-07-28,0,30,3943429,2022,0,564200,0.0,0.0,0.0,11492278.799999999,0.0,0.0,0.0,1.0321667886705332,0.0,0.0,161.7810518610282
FHV - High Volume,554361,0,72640,70497,46996,20.7,6.5,20.4,6.4,19.0,0.0,466,2022-08,2022-08,17185191,2022-08-28,0,34,3880527,2022,0,554827,0.0,0.0,0.0,11475272.7,0.0,0.0,0.0,1.030398456671915,0.0,0.0,162.77675220222136
FHV - High Volume,593114,0,75194,72616,49980,20.6,6.6,20.3,6.5,20.0,0.0,443,2022-09,2022-09,17793420,2022-09-28,0,39,4151798,2022,0,593557,0.0,0.0,0.0,12218148.4,0.0,0.0,0.0,1.0355018177812052,0.0,0.0,168.25697366971468
FHV - High Volume,622770,0,76651,73747,51532,21.7,6.6,21.2,6.5,20.0,0.0,3573,2022-10,2022-10,19305870,2022-10-28,0,43,4359390,2022,0,626343,0.01,0.0,0.0,13514109.0,0.0,0.0,0.0,1.0393778729982237,0.0,0.0,183.24961015363337
FHV - High Volume,602859,0,77233,74246,51703,20.9,6.5,20.5,6.3,19.0,0.0,9336,2022-11,2022-11,18085770,2022-11-28,0,48,4220013,2022,0,612195,0.02,0.0,0.0,12599753.1,0.0,0.0,0.0,1.0402311235622121,0.0,0.0,169.70278668211083
FHV - High Volume,634379,0,78091,74877,52087,21.6,6.6,21.1,6.4,19.0,0.0,10672,2022-12,2022-12,19665749,2022-12-28,0,52,4440653,2022,0,645051,0.02,0.0,0.0,13702586.4,0.0,0.0,0.0,1.0429237282476596,0.0,0.0,183.0012740895068
FHV - High Volume,596095,0,77641,74553,50996,21.2,6.4,20.7,6.3,18.0,0.0,9998,2023-01,2023-01,18478945,2023-01-28,0,04,4172665,2023,0,606093,0.02,0.0,0.0,12637214.0,0.0,0.0,0.0,1.041420197711695,0.0,0.0,169.50644507933953
FHV - Livery,20740,0,4526,4181,2848,21.1,5.2,20.5,5.0,0.0,0.0,0,2015-01,2015-01,642940,2015-01-28,0,04,145180,2015,0,20740,0.0,0.0,0.0,437614.00000000006,0.0,0.0,0.0,1.0825161444630471,0.0,0.0,104.66730447261422
FHV - Livery,23250,0,4227,3971,2901,20.5,5.4,20.2,5.2,0.0,0.0,0,2015-02,2015-02,651000,2015-02-28,0,08,162750,2015,0,23250,0.0,0.0,0.0,476625.0,0.0,0.0,0.0,1.0644673885671116,0.0,0.0,120.02644170234198
FHV - Livery,25025,0,4275,4087,3052,23.2,5.6,23.0,5.4,0.0,0.0,0,2015-03,2015-03,775775,2015-03-28,0,12,175175,2015,0,25025,0.0,0.0,0.0,580580.0,0.0,0.0,0.0,1.0459995106435038,0.0,0.0,142.05529728407146
FHV - Livery,33619,0,7121,6416,4530,21.2,5.4,20.0,5.2,0.0,0.0,0,2015-04,2015-04,1008570,2015-04-28,0,17,235333,2015,0,33619,0.0,0.0,0.0,712722.7999999999,0.0,0.0,0.0,1.1098815461346634,0.0,0.0,111.08522443890273
FHV - Livery,31153,0,6540,5779,3836,20.6,5.6,19.0,5.4,0.0,0.0,0,2015-05,2015-05,965743,2015-05-28,0,21,218071,2015,0,31153,0.0,0.0,0.0,641751.8,0.0,0.0,0.0,1.1316836822979754,0.0,0.0,111.04893580204188
FHV - Livery,25626,0,4800,4281,3008,21.1,5.8,19.5,5.6,0.0,0.0,0,2015-06,2015-06,768780,2015-06-28,0,25,179382,2015,0,25626,0.0,0.0,0.0,540708.6000000001,0.0,0.0,0.0,1.1212333566923616,0.0,0.0,126.3042747021724
FHV - Livery,18526,0,4306,3815,2365,19.2,5.7,17.9,5.4,0.0,0.0,0,2015-07,2015-07,574306,2015-07-28,0,30,129682,2015,0,18526,0.0,0.0,0.0,355699.2,0.0,0.0,0.0,1.1287024901703802,0.0,0.0,93.2370117955439
FHV - Livery,34450,0,7141,6327,4379,21.5,5.7,19.9,5.4,0.0,0.0,0,2015-08,2015-08,1067950,2015-08-28,0,34,241150,2015,0,34450,0.0,0.0,0.0,740675.0,0.0,0.0,0.0,1.128654970760234,0.0,0.0,117.0657499604868
FHV - Livery,60764,0,11595,10792,7851,21.8,5.6,21.0,5.4,0.0,0.0,0,2015-09,2015-09,1822920,2015-09-28,0,39,425348,2015,0,60764,0.0,0.0,0.0,1324655.2,0.0,0.0,0.0,1.0744069681245367,0.0,0.0,122.744180874722
FHV - Livery,91468,0,17790,16712,11834,22.0,5.6,21.6,5.3,0.0,0.0,0,2015-10,2015-10,2835508,2015-10-28,0,43,640276,2015,0,91468,0.0,0.0,0.0,2012296.0,0.0,0.0,0.0,1.064504547630445,0.0,0.0,120.41024413595022
FHV - Livery,93451,0,17933,16777,12166,21.8,5.5,21.4,5.3,0.0,0.0,0,2015-11,2015-11,2803530,2015-11-28,0,47,654157,2015,0,93451,0.0,0.0,0.0,2037231.8,0.0,0.0,0.0,1.0689038564701674,0.0,0.0,121.4300411277344
FHV - Livery,97134,0,17652,16698,12283,22.8,5.7,22.3,5.5,0.0,0.0,0,2015-12,2015-12,3011154,2015-12-28,0,52,679938,2015,0,97134,0.0,0.0,0.0,2214655.2,0.0,0.0,0.0,1.0571325907294287,0.0,0.0,132.62996766079772
FHV - Livery,89661,0,19667,18782,11958,19.7,5.3,19.4,5.1,0.0,0.0,0,2016-01,2016-01,2779491,2016-01-28,0,04,627627,2016,0,89661,0.0,0.0,0.0,1766321.7,0.0,0.0,0.0,1.0471195825790651,0.0,0.0,94.04332339473964
FHV - Livery,98897,0,17135,16039,11676,21.1,5.8,20.6,5.6,0.0,0.0,0,2016-02,2016-02,2868013,2016-02-28,0,08,692279,2016,0,98897,0.0,0.0,0.0,2086726.7000000002,0.0,0.0,0.0,1.068333437246711,0.0,0.0,130.103291975809
FHV - Livery,95707,0,16805,15852,11562,22.6,5.8,22.2,5.6,0.0,0.0,0,2016-03,2016-03,2966917,2016-03-28,0,13,669949,2016,0,95707,0.0,0.0,0.0,2162978.2,0.0,0.0,0.0,1.0601185970224578,0.0,0.0,136.44828412818572
FHV - Livery,101203,0,18275,17192,12538,21.9,5.7,21.3,5.5,0.0,0.0,0,2016-04,2016-04,3036090,2016-04-28,0,17,708421,2016,0,101203,0.0,0.0,0.0,2216345.6999999997,0.0,0.0,0.0,1.0629944160074454,0.0,0.0,128.9172696603071
FHV - Livery,100070,0,21928,16951,12374,22.6,5.7,18.3,5.4,0.0,0.0,0,2016-05,2016-05,3102170,2016-05-28,0,21,700490,2016,0,100070,0.0,0.0,0.0,2261582.0,0.0,0.0,0.0,1.2936109964013922,0.0,0.0,133.4187953513067
FHV - Livery,96337,0,17481,16512,12114,22.0,5.6,21.5,5.5,0.0,0.0,0,2016-06,2016-06,2890110,2016-06-28,0,26,674359,2016,0,96337,0.0,0.0,0.0,2119414.0,0.0,0.0,0.0,1.0586845930232558,0.0,0.0,128.35598352713177
FHV - Livery,85737,0,16492,15435,10851,21.8,5.6,21.1,5.4,0.0,0.0,0,2016-07,2016-07,2657847,2016-07-28,0,30,600159,2016,0,85737,0.0,0.0,0.0,1869066.6,0.0,0.0,0.0,1.0684807256235829,0.0,0.0,121.09275024295432
FHV - Livery,83283,0,16226,15422,10916,21.9,5.5,21.4,5.3,0.0,0.0,0,2016-08,2016-08,2581773,2016-08-28,0,34,582981,2016,0,83283,0.0,0.0,0.0,1823897.7,0.0,0.0,0.0,1.0521333160420179,0.0,0.0,118.26596420697705
FHV - Livery,82088,0,15503,14680,10715,21.9,5.5,21.4,5.3,0.0,0.0,0,2016-09,2016-09,2462640,2016-09-28,0,39,574616,2016,0,82088,0.0,0.0,0.0,1797727.2,0.0,0.0,0.0,1.0560626702997276,0.0,0.0,122.46098092643051
FHV - Livery,81340,0,15530,14880,10729,22.4,5.5,22.0,5.3,0.0,0.0,0,2016-10,2016-10,2521540,2016-10-28,0,43,569380,2016,0,81340,0.0,0.0,0.0,1822016.0,0.0,0.0,0.0,1.0436827956989247,0.0,0.0,122.447311827957
FHV - Livery,80717,0,15223,14489,10571,21.9,5.5,21.5,5.3,0.0,0.0,0,2016-11,2016-11,2421510,2016-11-28,0,48,565019,2016,0,80717,0.0,0.0,0.0,1767702.2999999998,0.0,0.0,0.0,1.0506591207122644,0.0,0.0,122.00305749189039
FHV - Livery,84307,0,15164,14427,10525,22.6,5.6,22.1,5.5,0.0,0.0,0,2016-12,2016-12,2613517,2016-12-28,0,52,590149,2016,0,84307,0.0,0.0,0.0,1905338.2000000002,0.0,0.0,0.0,1.051084771608789,0.0,0.0,132.06752616621614
FHV - Livery,79624,0,15299,14680,10335,21.8,5.6,21.3,5.4,0.0,0.0,0,2017-01,2017-01,2468344,2017-01-28,0,04,557368,2017,0,79624,0.0,0.0,0.0,1735803.2,0.0,0.0,0.0,1.04216621253406,0.0,0.0,118.24272479564033
FHV - Livery,81985,0,15605,14975,10746,20.1,5.5,19.8,5.4,0.0,0.0,0,2017-02,2017-02,2295580,2017-02-28,0,09,573895,2017,0,81985,0.0,0.0,0.0,1647898.5000000002,0.0,0.0,0.0,1.0420701168614357,0.0,0.0,110.04330550918199
FHV - Livery,85721,0,15711,14884,10446,21.8,5.7,21.3,5.5,0.0,0.0,0,2017-03,2017-03,2657351,2017-03-28,0,13,600047,2017,0,85721,0.0,0.0,0.0,1868717.8,0.0,0.0,0.0,1.055563020693362,0.0,0.0,125.55212308519215
FHV - Livery,81326,0,15386,14469,10373,21.5,5.6,20.9,5.4,0.0,0.0,0,2017-04,2017-04,2439780,2017-04-28,0,17,569282,2017,0,81326,0.0,0.0,0.0,1748509.0,0.0,0.0,0.0,1.0633768746976293,0.0,0.0,120.8451862602806
FHV - Livery,77985,0,14892,14323,10396,22.5,5.4,22.2,5.3,0.0,0.0,0,2017-05,2017-05,2417535,2017-05-28,0,21,545895,2017,0,77985,0.0,0.0,0.0,1754662.5,0.0,0.0,0.0,1.0397263143196258,0.0,0.0,122.50663268868254
FHV - Livery,64389,0,15171,14250,9525,20.1,5.1,19.4,5.0,19.0,0.0,12,2017-06,2017-06,1931670,2017-06-28,0,26,450723,2017,0,64401,0.0,0.0,0.0,1294218.9000000001,0.0,0.0,0.0,1.0646315789473684,0.0,0.0,90.82237894736843
FHV - Livery,59805,0,14658,14069,9283,20.5,4.9,20.1,4.8,18.0,0.0,13,2017-07,2017-07,1853955,2017-07-28,0,30,418635,2017,0,59818,0.0,0.0,0.0,1226002.5,0.0,0.0,0.0,1.0418650934679081,0.0,0.0,87.14212097519369
FHV - Livery,59142,0,14398,13907,9263,20.7,4.9,20.4,4.8,18.0,0.0,6,2017-08,2017-08,1833402,2017-08-28,0,35,413994,2017,0,59148,0.0,0.0,0.0,1224239.4,0.0,0.0,0.0,1.035305961026821,0.0,0.0,88.03044509959012
FHV - Livery,59436,0,14306,13795,9339,20.3,4.9,20.0,4.8,18.0,0.0,12,2017-09,2017-09,1783080,2017-09-28,0,39,416052,2017,0,59448,0.0,0.0,0.0,1206550.8,0.0,0.0,0.0,1.037042406669083,0.0,0.0,87.46290685030809
FHV - Livery,59234,0,13833,13335,9231,21.5,5.0,21.2,4.9,18.0,0.0,0,2017-10,2017-10,1836254,2017-10-28,0,43,414638,2017,0,59234,0.0,0.0,0.0,1273531.0,0.0,0.0,0.0,1.0373453318335208,0.0,0.0,95.50288713910761
FHV - Livery,59254,0,13304,12807,8986,21.1,5.1,20.8,4.9,18.0,0.0,16,2017-11,2017-11,1777620,2017-11-28,0,48,414778,2017,0,59270,0.0,0.0,0.0,1250259.4000000001,0.0,0.0,0.0,1.038806902475209,0.0,0.0,97.62312797688764
FHV - Livery,64462,0,13592,12966,8994,21.5,5.3,21.0,5.2,18.0,0.0,12,2017-12,2017-12,1998322,2017-12-28,0,52,451234,2017,0,64474,0.0,0.0,0.0,1385933.0,0.0,0.0,0.0,1.0482801172296776,0.0,0.0,106.88978867808113
FHV - Livery,62222,0,13961,12751,8389,20.4,5.4,19.0,5.3,17.0,0.0,15,2018-01,2018-01,1928882,2018-01-28,0,04,435554,2018,0,62237,0.0,0.0,0.0,1269328.7999999998,0.0,0.0,0.0,1.0948945180770135,0.0,0.0,99.5473923613834
FHV - Livery,58545,0,12653,12055,8242,19.1,5.3,18.6,5.2,18.0,0.0,19,2018-02,2018-02,1639260,2018-02-28,0,09,409815,2018,0,58564,0.0,0.0,0.0,1118209.5,0.0,0.0,0.0,1.0496059726254665,0.0,0.0,92.75897967648278
FHV - Livery,58458,0,11687,11313,7795,21.4,5.4,21.1,5.3,19.0,0.0,12,2018-03,2018-03,1812198,2018-03-28,0,13,409206,2018,0,58470,0.0,0.0,0.0,1251001.2,0.0,0.0,0.0,1.0330593122955891,0.0,0.0,110.58085388491116
FHV - Livery,57501,0,11472,11106,7768,21.0,5.4,20.8,5.3,19.0,0.0,14,2018-04,2018-04,1725030,2018-04-28,0,17,402507,2018,0,57515,0.0,0.0,0.0,1207521.0,0.0,0.0,0.0,1.0329551593733117,0.0,0.0,108.72690437601297
FHV - Livery,55083,0,10697,10368,7298,21.8,5.4,21.6,5.3,19.0,0.0,15,2018-05,2018-05,1707573,2018-05-28,0,22,385581,2018,0,55098,0.0,0.0,0.0,1200809.4000000001,0.0,0.0,0.0,1.0317322530864197,0.0,0.0,115.81880787037038
FHV - Livery,55453,0,10655,10332,7357,21.4,5.5,21.1,5.3,18.0,0.0,18,2018-06,2018-06,1663590,2018-06-28,0,26,388171,2018,0,55471,0.0,0.0,0.0,1186694.2,0.0,0.0,0.0,1.0312620983352692,0.0,0.0,114.85619434765776
FHV - Livery,44963,0,9649,9396,6378,21.0,5.3,20.8,5.2,18.0,0.0,18,2018-07,2018-07,1393853,2018-07-28,0,30,314741,2018,0,44981,0.0,0.0,0.0,944223.0,0.0,0.0,0.0,1.0269263516389953,0.0,0.0,100.49201787994892
FHV - Livery,46411,0,9603,9321,6418,21.3,5.3,21.0,5.2,18.0,0.0,15,2018-08,2018-08,1438741,2018-08-28,0,35,324877,2018,0,46426,0.0,0.0,0.0,988554.3,0.0,0.0,0.0,1.030254264563888,0.0,0.0,106.05667846797554
FHV - Livery,42058,0,8697,8414,5823,20.8,5.3,20.4,5.2,18.0,0.0,35,2018-09,2018-09,1261740,2018-09-28,0,39,294406,2018,0,42093,0.0,0.0,0.0,874806.4,0.0,0.0,0.0,1.0336344188257667,0.0,0.0,103.9703351556929
FHV - Livery,44990,0,9558,9182,6382,21.5,5.3,21.2,5.2,19.0,0.0,34,2018-10,2018-10,1394690,2018-10-28,0,43,314930,2018,0,45024,0.0,0.0,0.0,967285.0,0.0,0.0,0.0,1.04094968416467,0.0,0.0,105.34578523197561
FHV - Livery,47205,0,9584,9195,6464,21.1,5.4,20.7,5.2,18.0,0.0,36,2018-11,2018-11,1416150,2018-11-28,0,48,330435,2018,0,47241,0.0,0.0,0.0,996025.5000000001,0.0,0.0,0.0,1.042305600870038,0.0,0.0,108.32251223491029
FHV - Livery,48951,0,9682,9247,6460,21.7,5.5,21.2,5.3,18.0,0.0,35,2018-12,2018-12,1517481,2018-12-28,0,52,342657,2018,0,48986,0.0,0.0,0.0,1062236.7,0.0,0.0,0.0,1.0470422839839948,0.0,0.0,114.87365632096896
FHV - Livery,41974,0,8717,8368,5834,21.6,5.3,21.1,5.2,17.0,0.0,30,2019-01,2019-01,1301194,2019-01-28,0,04,293818,2019,0,42004,0.0,0.0,0.0,906638.4,0.0,0.0,0.0,1.041706500956023,0.0,0.0,108.34588910133843
FHV - Livery,44638,0,8776,8440,5992,19.9,5.4,19.6,5.3,17.0,0.0,0,2019-02,2019-02,1249864,2019-02-28,0,08,312466,2019,0,44638,0.0,0.0,0.0,888296.2,0.0,0.0,0.0,1.0398104265402843,0.0,0.0,105.24836492890995
FHV - Livery,32099,0,8216,7918,4737,18.5,4.9,18.3,4.8,17.0,0.0,0,2019-03,2019-03,995069,2019-03-28,0,12,224693,2019,0,32099,0.0,0.0,0.0,593831.5,0.0,0.0,0.0,1.0376357666077292,0.0,0.0,74.99766355140187
FHV - Livery,44846,0,8469,8175,5844,21.4,5.5,21.1,5.4,17.0,0.0,0,2019-04,2019-04,1345380,2019-04-28,0,16,313922,2019,0,44846,0.0,0.0,0.0,959704.3999999999,0.0,0.0,0.0,1.0359633027522936,0.0,0.0,117.39503363914372
FHV - Livery,44781,0,8581,8228,5868,22.1,5.5,21.7,5.3,17.0,0.0,0,2019-05,2019-05,1388211,2019-05-28,0,21,313467,2019,0,44781,0.0,0.0,0.0,989660.1000000001,0.0,0.0,0.0,1.0429022848808944,0.0,0.0,120.27954545454547
FHV - Livery,43938,0,8569,8224,5856,21.4,5.4,21.1,5.3,18.0,0.0,0,2019-06,2019-06,1318140,2019-06-28,0,25,307566,2019,0,43938,0.0,0.0,0.0,940273.2,0.0,0.0,0.0,1.0419503891050583,0.0,0.0,114.33283073929961
FHV - Livery,41492,0,8474,8150,5682,21.6,5.3,21.3,5.2,18.0,0.0,0,2019-07,2019-07,1286252,2019-07-28,0,29,290444,2019,0,41492,0.0,0.0,0.0,896227.2000000001,0.0,0.0,0.0,1.0397546012269938,0.0,0.0,109.96652760736197
FHV - Livery,38815,0,8104,7824,5441,21.6,5.3,21.3,5.2,18.0,0.0,0,2019-08,2019-08,1203265,2019-08-28,0,34,271705,2019,0,38815,0.0,0.0,0.0,838404.0,0.0,0.0,0.0,1.0357873210633948,0.0,0.0,107.1579754601227
FHV - Livery,19312,0,4183,3979,2633,19.9,5.3,19.2,5.2,21.0,0.0,0,2019-09,2019-09,579360,2019-09-28,0,38,135184,2019,0,19312,0.0,0.0,0.0,384308.8,0.0,0.0,0.0,1.051269163106308,0.0,0.0,96.58426740387031
FHV - Livery,38855,0,8217,7920,5503,21.5,5.2,21.2,5.1,18.0,0.0,0,2019-10,2019-10,1204505,2019-10-28,0,43,271985,2019,0,38855,0.0,0.0,0.0,835382.5,0.0,0.0,0.0,1.0375,0.0,0.0,105.47758838383838
FHV - Livery,35889,0,7524,7293,5086,20.9,5.2,20.7,5.1,18.0,0.0,0,2019-11,2019-11,1076670,2019-11-28,0,47,251223,2019,0,35889,0.0,0.0,0.0,750080.1,0.0,0.0,0.0,1.0316742081447965,0.0,0.0,102.84932126696832
FHV - Livery,38401,0,7936,7698,5316,21.4,5.3,21.2,5.2,18.0,0.0,0,2019-12,2019-12,1190431,2019-12-28,0,51,268807,2019,0,38401,0.0,0.0,0.0,821781.3999999999,0.0,0.0,0.0,1.0309171213302157,0.0,0.0,106.75258508703558
FHV - Livery,35036,0,7548,7305,4905,20.8,5.2,20.5,5.1,17.0,0.0,0,2020-01,2020-01,1086116,2020-01-28,0,04,245252,2020,0,35036,0.0,0.0,0.0,728748.8,0.0,0.0,0.0,1.033264887063655,0.0,0.0,99.76027378507872
FHV - Livery,34822,0,7227,6969,4864,20.2,5.3,19.9,5.2,17.0,0.0,0,2020-02,2020-02,1009838,2020-02-28,0,08,243754,2020,0,34822,0.0,0.0,0.0,703404.4,0.0,0.0,0.0,1.0370210934136892,0.0,0.0,100.93333333333334
FHV - Livery,25153,0,7553,7315,3689,15.6,5.0,15.4,4.9,16.0,0.0,0,2020-03,2020-03,779743,2020-03-28,0,12,176071,2020,0,25153,0.0,0.0,0.0,392386.8,0.0,0.0,0.0,1.0325358851674642,0.0,0.0,53.641394395078606
FHV - Livery,10719,0,2816,2794,1447,15.5,5.1,15.6,5.0,13.0,0.0,0,2020-04,2020-04,321570,2020-04-28,0,17,75033,2020,0,10719,0.0,0.0,0.0,166144.5,0.0,0.0,0.0,1.0078740157480315,0.0,0.0,59.46474588403722
FHV - Livery,17042,0,3874,3838,2329,18.8,4.9,18.9,4.9,14.0,0.0,0,2020-05,2020-05,528302,2020-05-28,0,21,119294,2020,0,17042,0.0,0.0,0.0,320389.60000000003,0.0,0.0,0.0,1.0093798853569567,0.0,0.0,83.4782699322564
FHV - Livery,22723,0,4250,4192,2770,19.8,5.3,19.8,5.3,16.0,0.0,0,2020-06,2020-06,681690,2020-06-28,0,25,159061,2020,0,22723,0.0,0.0,0.0,449915.4,0.0,0.0,0.0,1.0138358778625953,0.0,0.0,107.3271469465649
FHV - Livery,23110,0,4473,4318,2760,19.8,5.5,19.4,5.4,17.0,0.0,0,2020-07,2020-07,716410,2020-07-28,0,30,161770,2020,0,23110,0.0,0.0,0.0,457578.0,0.0,0.0,0.0,1.0358962482630847,0.0,0.0,105.96989346919871
FHV - Livery,25507,0,5405,5291,3263,19.1,5.2,19.0,5.1,17.0,0.0,0,2020-08,2020-08,790717,2020-08-28,0,34,178549,2020,0,25507,0.0,0.0,0.0,487183.7,0.0,0.0,0.0,1.0215460215460215,0.0,0.0,92.07781137781139
FHV - Livery,24339,0,5102,4974,3204,19.3,5.1,19.1,5.0,17.0,0.0,0,2020-09,2020-09,730170,2020-09-28,0,39,170373,2020,0,24339,0.0,0.0,0.0,469742.7,0.0,0.0,0.0,1.0257338158423803,0.0,0.0,94.43962605548855
FHV - Livery,24640,0,5398,5272,3306,19.4,5.1,19.3,5.0,17.0,0.0,0,2020-10,2020-10,763840,2020-10-28,0,43,172480,2020,0,24640,0.0,0.0,0.0,478015.99999999994,0.0,0.0,0.0,1.0238998482549317,0.0,0.0,90.67071320182093
FHV - Livery,24674,0,5319,5230,3327,19.1,5.0,19.1,4.9,16.0,0.0,0,2020-11,2020-11,740220,2020-11-28,0,47,172718,2020,0,24674,0.0,0.0,0.0,471273.4,0.0,0.0,0.0,1.0170172084130018,0.0,0.0,90.10963671128107
FHV - Livery,24385,0,5474,5372,3281,18.9,5.0,18.8,5.0,16.0,0.0,0,2020-12,2020-12,755935,2020-12-28,0,52,170695,2020,0,24385,0.0,0.0,0.0,460876.49999999994,0.0,0.0,0.0,1.018987341772152,0.0,0.0,85.79234921816827
FHV - Livery,23890,0,5132,5030,3086,19.0,5.1,18.9,5.0,15.0,0.0,0,2021-01,2021-01,740590,2021-01-28,0,04,167230,2021,0,23890,0.0,0.0,0.0,453910.0,0.0,0.0,0.0,1.0202783300198808,0.0,0.0,90.24055666003976
FHV - Livery,24316,0,4872,4786,2930,17.1,5.3,17.1,5.2,17.0,0.0,0,2021-02,2021-02,680848,2021-02-28,0,08,170212,2021,0,24316,0.0,0.0,0.0,415803.60000000003,0.0,0.0,0.0,1.0179690764730465,0.0,0.0,86.87914751358129
FHV - Livery,28654,0,5295,5195,3381,20.2,5.4,20.1,5.3,17.0,0.0,0,2021-03,2021-03,888274,2021-03-28,0,12,200578,2021,0,28654,0.0,0.0,0.0,578810.7999999999,0.0,0.0,0.0,1.0192492781520692,0.0,0.0,111.4169008662175
FHV - Livery,26758,0,5122,5010,3222,19.3,5.3,19.2,5.2,18.0,0.0,0,2021-04,2021-04,802740,2021-04-28,0,17,187306,2021,0,26758,0.0,0.0,0.0,516429.4,0.0,0.0,0.0,1.0223552894211576,0.0,0.0,103.07972055888224
FHV - Livery,27753,0,5296,5202,3328,19.8,5.2,19.8,5.2,18.0,0.0,0,2021-05,2021-05,860343,2021-05-28,0,21,194271,2021,0,27753,0.0,0.0,0.0,549509.4,0.0,0.0,0.0,1.0180699730872742,0.0,0.0,105.63425605536332
FHV - Livery,29280,0,5970,5852,3695,18.9,5.0,18.8,5.0,19.0,0.0,0,2021-06,2021-06,878400,2021-06-28,0,26,204960,2021,0,29280,0.0,0.0,0.0,553392.0,0.0,0.0,0.0,1.020164046479836,0.0,0.0,94.56459330143541
FHV - Livery,24991,0,4895,4804,3051,19.7,5.2,19.6,5.2,19.0,0.0,0,2021-07,2021-07,774721,2021-07-28,0,30,174937,2021,0,24991,0.0,0.0,0.0,492322.69999999995,0.0,0.0,0.0,1.0189425478767693,0.0,0.0,102.4818276436303
FHV - Livery,24503,0,4756,4654,2941,19.6,5.2,19.5,5.1,19.0,0.0,0,2021-08,2021-08,759593,2021-08-28,0,34,171521,2021,0,24503,0.0,0.0,0.0,480258.80000000005,0.0,0.0,0.0,1.0219166308551784,0.0,0.0,103.19269445638162
